,description,note
1943,Jai super bien dormi Très bonne literie Seul petit inconvénient   les portes de la douche sont très étroites et ne sont pas hermétiques ce qui provoque linondation du sol même en prenant toutes les précautions possibles,10
1944,Hôtel très vieux  à rénover dans sa totalité  manque dhygiène  odeurs dégouts dans la salle de bains  sanitaires horrible  mobilier à mettre au rebut,2
1945,Un de réceptionniste est assez virulent m accusant de ne pas avoir dit  bonjour ce qui était  faux   La journée avait mal commencée ,4
1946, Hôtel très bien situé  Attention pas d’ascenseur  pas de télévision  acceptable pour le prix bas dans ce quartier Protège matelas taché  Impossible d’entrouvrir les fenêtres    elles ne s’ouvrent que complètement  Accueil bienveillant,8
1947,Hotel bien placé très central  avec restaurants de bon rapport qualité prix dans la rue Accueil sympathique MAIS    éme étage sans ascenseur  Pas deau le matin   il a fallu changer ma chambre   descente du éme étage au er étage le matin lhôtel semble ne pas avoir une pompe assez puissante pour amener leau aux étages supérieurs  les téléphones mobiles ne captent pas à partir du éme étage  Tout cela dans un hotel avec lchambre à plus de  Euros  Aucune compensation ou réduction proposées,2
1948,Je recommande pas,4
1949,Chambre  sombre et réseau téléphonique ne passe pasPersonnel serviable,6
1950,personnel toujours aussi au top jamais vu cela ailleurs petit déj  TB et chambres très sympas   que demander de plus ,10
1951,Très bonne surprise   beaux aménagementsdécoration douche comme on aimerait en trouver à chaque fois service et personnel impeccable petit déjeuner très correct Bien sûr nous sommes à Paris et donc la surface des chambres sen ressent mais sans pour autant que ce soit rédhibitoire  attention aux abonnés SFR  mais à recommander avec enthousiasme,10
1952,Hôtel agréable et confortable ,8
1953,Top Personnel au petit soin,10
1954,Habitué de l’hôtel sensation de baisse de qualité diffuse …cela peut arriver mais attention quand même L absence de parking est un gros problème,6
1955,Excellent rapport qualité  prix  une bonne note pour la qualité du petit déjeuner et une mention spéciale pour le restaurateur du roomservice dîner ,8
1956,En famille à  la Chambre  nous était réservée Chambre parfaite en tout point de vue de très grand standing ergonomique spacieuse à la décoration et au style très soigné équipements complets Détail impeccable   volet intérieur sur les fenetres Le Personnel fut prévenant et adorable S’il fallait vraiment sous la torture donner une mauvaise note   le hamam pas assez efficace en vapeur et chaleur a notre goût  ,10
1957,Weekend pour se reposer avec ma conjointe et notre fils de  mois Hôtel design propre Quelques problèmes de communication à signaler entre réception espace bien être et restaurant ont conduits à quelques couacs,6
1958,Très bon hôtel Malheureusement je nai pas pu profiter du spa car les horaires ne me convenait pas  Petit bémol des cheveux dans la salle de bain après nettoyage,10
1959,Chambre avec SDB exiguë située en RDC sous une chambre en travaux et sous un escalier en bois utilisé par les clients Resultat  pas mal de bruit Chambre propre mais avec une forte odeur deau de javel Taxe de séjour à régler en liquide ,6
1960,Hotel très bruyant on entend tout des chambres voisines et le personnel fait du bruit des h lit douche et serviettes propres mais sol de chambre pas net Personnel pas avenant A éviter,4
1961,Petite chambre et salle de bain exigüe mais propre Personnel très accueillant Hôtel bien situé,8
1962,Les moquettes des couloirs sont très sales grosses taches noirâtres  Le lit était bancal Des champignons dans la douche Le rideau de douche pas hygiénique tissu La sdb étriquée Des taches maronnatres au mur et plafond Pas du tout insonorisé La tête du lit orienté porte on entend les gens qui prennent l’ascenseur Hôtel avec potentiel vu la localisation Mais il faut mettre les moyens pour faire des travaux pro ,4
1963,silence reigne au plein centre de Paris,10
1964,Séjour très agréable et très calme Très bon accueil chambre disponible dès notre arrivée matinale et possibilité de départ tardif La chambre au design élégant et aux normes parisiennes pas très grand donc était tout à fait fonctionnelle Hôtel très bien situé entre jardin du Luxembourg et StGermain qui offre de nombreuses possibilités culturelles horeca,10
1965,Très joli hôtel parfaitement situé au pied de léglise SaintSulpice Les chambres ne sont certes pas bien grandes et des détails pourraient être améliorés à la salle de bains notamment lécoulement du lavabo mais tout cela est plus que compensé par un excellent petit déjeuner et le goûter offert en fin daprèsmidi Jy retournerai volontiers  lorsque lon pourra à nouveau voyager,10
1966,Hotel familialservice personnalisélocalisation exceptionnelle,10
1967,Calme des chambres disponibilité du personnel professionnalisme et bel établissement ,10
1968,Tres bel hotel caché sur la place st sulpice ,10
1969,Chambre charmante mais petite ,8
1970,Lieu très agréable avec un bon service,8
1971,Séjour très agréable dans cet hôtel calme plein de charme et d’histoire bien placé dans Paris avec un personnel attentionné ,10
1972,Superbe hôtel avec un propriétaire et du personnel attentionné de belles terrasses aires communes et chambres Des restaurants et boutiques sont à proximité immédiate et à distance de marche de tout Nous serons de retour…,10
1973,Nous avons beaucoup apprécié notre séjour  staff très agréable et professionnel et chambre spacieuse ,10
1974,Hôtel particulier de cachet Le bar est cosy et agréable La salle de petit déjeuner très sympathique aussi avec la verrière Nous étions dans le bâtiment annexe Calme literie impeccable Manque juste de quoi poser les valises ce qui serait un peu plus pratique Très très bon accueil et personnel aux petits soins,10
1975,Nous avons passé une nuit dans cet hôtel belle salle de bain avec baignoire chambre rénovée et personnel très accueillant Hôtel bien situé dans Paris,10
1976,séjour agréable  calme  hotel très bien situé  un peu cher au ème étage sans vue tour eiffel,8
1977,La vue sur la tour eiffel se fait en se penchant un peu par la fenêtre mais elle est tres belle Chambre tres agréable literie super Personnel tres aimable Très  bon séjour ,10
1978,Parfait en tous points une petite bouteille d’eau Offerte en chambre  serait la bienvenue et appréciée,8
1979,STELLAR  You will not regret this choice  We stayed here for only one night coming from London to see the Eiffel Tower but if we had to come back to Paris we would absolutely stay here  PERFECT location steps away from Eiffel Tower Convenient to shopping grocery store next door souvenir shops places to eatabsolutely a perfect choice  Staff could not have been more helpful  The room was cleaned flawlessly   STARS,10
1980,Very clean quiet nice hotel Walking distance to everything great location Near subway   Highly recommend,10
1981,Une chambre en er étage mais qui donne sur un mur  décoration déprimante état général très moyen et bruits découlement constants Chambre ridiculement petite même aux standards parisiens cest dire  ,4
1982,Petit séjour de  nuits à Paris  avec ma fille Lemplacement de l’hôtel est très pratique le Louvre et le Palais Royal à  min à pieds Le service de l’hôtel est vraiment très chaleureux le personnel très à l’écoute  Seul bémol un petit retard dans le nettoyage de la chambre le deuxième jour,10
1983,Suis allée quelques jours à Paris avec ma fille Le concierge de l’hôtel est très gentil mais La chambre na pas été faite un des jour du séjour il manquait aussi de la lumière de notre chambre Cétait très sombre,6
1984,sans stationnement,2
1985,Hôtel vétuste besoin dun bon coup de rafraichissement On se demande pourquoi il est classé  étoiles,8
1986,Notre séjour s’est dans l’ensemble très bien passé Le personnel est gentil La literie est très confortable   Mais la chambre est vraiment petite Et il manque le bouton de la chasse d’eau aux toilettes Très peu de pression à la douche impossible de se laver les cheveux  ,8
1987,   Accueil très agréable    Le niveau de propreté général laisse à désirer,6
1988,Soulement une nuit tout à ete bien très bon accueil Merci ,10
1989,Un accueil parfait de Florian  la chambre bien que petite est très propre le petit déjeuner varié et bon ,10
1990,Laccueil chaleureux de toutes les personnes travaillant dans cet établissement leur professionnalisme jamais avares dinformation afin de vous renseigner au mieux sur les visites que nous voulions faire nous donnant de très bonnes adresses de restaurant,10
1991,L accès à la robinetterie peu pratique dans la salle d eau  Télévision en panne pas de solution trouvée ,6
1992,petite chambre et bruits exteriieurs ,8
1993,Hôtel bien situé Dommage quil y ait une forte odeur de cigarette dans la chambre,8
1994,L hôtel est extrêmement bien situé Parking métro et lieux à visiter,8
1995,Emplacement idéal rue plutôt calme personnel très serviable qui s’est démené pour me trouver un sèche cheveux puisque celui de la chambre ne fonctionnait pas hall joliment décoré et literie agréable mais chambre minuscule   le placard se réduit à une mini penderie sans tablette avec quelques cintres coincés audessus du coffrefort La salle de bain est très étroite Le prix est donc affreusement élevé pour cette chambre et ne se justifie pas ,4
1996,Très bon séjour hôtel à proximité des transports en communs idéal pour visiter Paris et très bonne accueil ,10
1997,Merci pour votre accueil chaleureux petite pépite avec une chambre cosy et charmante le papier peint perroquets était formidable Pas de bruit sur la rue le nécessaire pour passer un bon séjour Laëtitia et Mickaël ,10
1998,Bon hôtel super bien situé personnel sympa chambres spacieuses surtout pour Paris PAs moderne mais style ancien avec un bon wifi et un calme sympa,10
1999,Le personnel est très gentil lhôtel est très bien situé il a du charme mais les chambres sont un peu vieillottes Il ny a pas de frigo pas de bouilloire Sinon les chambres sont propres et le ménage est fait tous les jours,8
2000,L’emplacement central parfait pour les visites et proches des restaurants est  le point positif de l’hôtel La qualité du service se dégrade au fil des jours la quantité et la qualité du petitdéjeuner a été divisée par  café imbuvable et pain coupé à la main En  nuits le ménage n’a été fait qu’une fois et partiellement  la raison invoquée par l’accueil étant le manque de clients du au Covid   Pas de sèche cheveux et une moquette tachée dans la chambre,4
2001,Nous avons passé deux nuits dans cet hôtel et le dernier jour nous avons eu affaire au responsable qui nous a traités comme des voleurs nous demandant de régler les frais de séjour avant même de prendre le petitdéjeuner et nous disant que nous avions laissé la chambre dans un mauvais état ce qui est faux Les nuits ont été réglées dès notre arrivée Le jour de notre départ nous avons voulu sortir à h et le responsable a voulu que nous réglions les frais de séjour tout de suite alors que nous voulions régler leur montant de  euros lors du checkout prévu à midi  Très désagréable impression dêtre pris pour des gens malhonnêtes par contre aucune réflexion à dautres clients de lhôtel ayant uriné la veille dans la rue devant lhotel Précautions antiCovid non respectées  Mauvaise expérience ,4
2002,J’ai adoré le design de l’entrée du lieu avec l’accès « secret » pour l’escalier pour les chambres Ma chambre était décorée avec goût et avec un aménagement excellent Super propre et petit dej succulent avec croque Monsieur maison machine à Pancake etc Et un super service ,10
2003,Deux nuits près de lOpéra Bastille Emplacement idéal poche métro Personnel très sympathique et efficace,8
2004,Emplacement fantastiques le Bar est super cute et le personnel fun et décontracté   ,10
2005,Hotel très sympa Équipements très récents Emplacement idéal pour les transports en commun Métro à  mètres Je recommande,10
2006,Chambre  au dernier étage vue sublime sur la place de la bastille Très grande chambre confortable et pratique pour travailler Attention par contre cest un ème étage sans ascenseur et la place est très animée la nuit mais cela ne ma pas dérangé le double vitrage fonctionne bien Accueil hyper agréable et service du personnel au top,10
2007,Idéalement situé belles chambres personnel sympathique,10
2008,Très bon accueil Hôtel très bien placé propre et design très sympa ,10
2009,drap très bruyant dommage ,8
2010,Un séjour impeccable et un service réception à l’écoute du client Chambre confortable Bien situé ,10
2011,Petit déjeuner décevant pour ce type d’établissement,8
2012,Personnel très désagréable a la reception Accueil décevant ,2
2013,Bon accueil ,8
2014,Excellent séjour ,10
2015,Staffs are extremely polite and welcoming however therere blood stains on my bed sheets and I asked to change it since my first night but nobody changed and I have to put up with it during my night stay Also you have to ask the front desk for toothbrush etc every time Breakfast is awful in terms of food little choice and not good at all and once I saw a fly drowning in the water bottle that scared the freak out of me not recommend at all,6
2016,Belle suite avec vue eiffel Bon accueil,8
2017,Charmant hôtel un peu désuet et qui aurait besoin d’un léger rafraîchissement Personnel aimable et accueillant  Vue superbe depuis les chambres du eme étage ,10
2018,Séjour très agréable comme habituellement dans ce petit écrin en plein coeur de Paris tenu de façon formidable par un grand monsieur que nous adorons … ,10
2019,Hôtel très joli personnel très accueillant chambre ultra confo et à lagencement original salle de bain en mezzanine,10
2020,Nous avions réservés  chambres et avons fait une erreur de date Nous nous sommes présentés la veille de notre réservation à h Il y avait des chambres de disponible après nous avoir dit ok on peut vous accueillir moyennant un supplément dû à un changement de niveau de confort On nous a dit non vos réservations sont perdues et vous devez payer à nouveau pour  chambres Aucune discussion possible A fuir dautant plus quil y a bcp dautres établissements dans le quartier,2
2021,Hôtel familial sympathique très propre confortable et modernisé Le prix me semble un peu top élevé Bien situé  smiling face with smiling eyes séjour agréable ,8
2022,Petit hôtel service impeccable l’emplacement est idéal à proximité du métro du Marais et près de République Le petit déjeuner est copieux,10
2023,accueil affable personnes à la réception polies prêtes à offrir leur aide ,10
2024,Superbe hôtel Secteur très calme mais central A deux pas des ChampsElysées Personnel irréprochable Chambre impeccable Petitdéjeuner buffet toujours efficace Je recommande vivement pour qui veut passer un moment de calme ,10
2025,Bonjour  Puisque l’on me demande mon avis je le donne  L’établissement est évidemment très bien mais rapport qualité prix il y a des choses qui ne vont pas Une suite à  euros avec une odeur insupportable ce n’est pas acceptable Résoudre le problème en donnant un énorme coup de bombe qui a fait tousser mon épouse une partie de la nuit non plus Le service petit déjeuner n’est pas à la hauteur  Servir un thé dans une petite tasse en expliquant qu’il n’y en a pas d’autresla façon dont les serveurs débarrassent le petit déjeuner quand vous êtes encore à table on n’est pas à la cafétéria Nous avons quand même passé un agréable séjour mais ne reviendrons pas dans votre établissement Les mauvaises odeurs étant connues par vous il me semble que nous aurions dû être changés de chambre ou bénéficier d’une remise ou au moins d’excuses pour cette gêne inadmissible à ce niveau de prix Bien cordialement  CChabot  ,6
2026,Toujours un plaisir de rester dans ce charmant endroitLe personnel est agréable et l’endroit est très propre,8
2027,Bon accueil endroit calme bonne petite cave à vins SPA et Hamma propre,10
2028,Très bon séjour Chambre propre et confortable Très bonne literie Chambre côté rue silencieuse Petit déj de qualité avec de la variété Dommage juste que le pain soit surgelé  Je recommande vivement cet hôtel,10
2029,Accueil chaleureux literie confortable à deux minutes du métro très calme ce que j’ai préféré  le petit déjeuner Malheureusement pas eu le temps de profiter du spa et de là piscine,8
2030,Helpful and friendly staff,10
2031,Petit hôtel sympa pour une nuit la chambre est moderne avec les équipements nécessaires un peu petite pour circuler mais ça ne nous a pas dérangé Le spa est propre la piscine et le hammam était agréable ,8
2032,Hôtel propre et en plus qui dispose d’une piscine pour un hôtel situé en pleine ville  Stratégique  Accès facile à pied  ,10
2033,Tres bel hotel confortable cosy La piscine est délicieuse La chambre tres propre et confortable decoree avec soin,10
2034,La chambre était propre mais par contre au niveau du personnel c’est à revoir Mauvaise transmission des informations une erreur sur la réservation qui n’a pas été de notre faute mais qui a fait que nous avons dû dormir dans de mauvaises conditions et le comble c’est qu’on nous demande un supplément de euros Sinon m’aston dit « vous auriez dû annuler » alors que la réservation était faites depuis plusieurs jours et que c’est la veille que nous avons eu l’information sachant que c’est moi qui ai appelé   Aucun effort et  geste commercial  ,2
2035,Ras,8
2036,Excellent séjour dans cet hôtel de charme très bien situé et dont la propreté est irréprochableLe must   la magnifique piscine Un seul bémol    la taille des chambres exiguëspas d’endroit pour ranger sa valise déco agréable et patio rare à Paris Équipe à la réception charmante et efficace ,10
2037,L’hôtel est très mignon et le personnel est adorable et nous a parfaitement accueilli dans le sourire et rempli de gentillesse ,10
2038,Tout était vraiment génial De la décoration de l’hôtel à celle de la chambre Toutefois étant au dernier étage eme lorsque l’ascenseur a cessée de fonctionner c’était un peu moins agréable de devoir tout monter,8
2039,Hôtel idéalement situé Propre calme mais service tressssssss long et lent pour Check in Check out… Et je vous épargne le temps passé à réclamer une facture… avis mitigé ,8
2040,Tout était assez bien le site les installation et surtout le service  Mais les matelats étaient trop et beaucoup trop mous,10
2041,Hotel tres bien situe au coeur du quartier latin Service parfait Quietude assuree ,8
2042,Plus qu’une nuit d’hôtel vous vivez une véritable expérience comme un retour dans le temps La chambre était cosy et la piscine sous voûtes en pierre très agréable Bravo pour l’architecture d’intérieur,10
2043,Un seul mot Parfait ,10
2044,Excellent accueil et hôtel très atypique avec beaucoup de charme Toute l’équipe est très sympathique surtout le barman qui fait de pures merveilles ,10
2045,"Petit hôtel  Déçus par la piscine annoncée qui est en fait une espèce de baignoire qu on ne peut accéder que sur rendez vous Hôtel bien situé ds st Germain  Une excellente note à tout le personnel très aimable et très efficace  Chambre avec toutes les commodites mais très petite  Rapport qualité prix très moyen  N a rien avoir avec un hôtel  étoiles ",8
2046,Hôtel très bien situé propre et avec un cachet historique,10
2047,Tout était parfait aucune remarque négative ou amélioration à signaler,10
2048,Deuxième séjour dans cet hôtel à taille humaine  La chambre est très agréable et bien décorée  Le petit déjeuner est complet et très frais  Le personnel est très disponible et sympathique  Boissons chaudes et soft à disposition dans le hall ainsi que de quoi grignoter  L’emplacement est idéal tout se fait à pied ,10
2049,Un tres bon hotel tres accueillant tres propre un petit déjeuner varié et bon  vraiment Parfait rien a dire de plus ,10
2050,Séjour très agréable… accueil très bien … personnel attentif et très disponible ,10
2051,Très agréable séjour et surtout hôtel avec literie hyper confortable produits d’hygiène l’occitane on adore chambre et parties communes très propres et joliment décorées De plus le personnel est particulièrement attentionné gentil et agréable ce qui est rare à Paris   Et le quartier est super chouette  ,10
2052,Chambre dans un très mauvais état,4
2053,Magnifique ,10
2054,Bien placé Le réceptionniste a été super ,10
2055,Tres bon sejour passer au legend hotel seul bémol il y avait des bougies a disposition autour de la baignoire et dans la cheminée qui font partie du charme de la suite Dreamcatcher mais aucune ne fonctionnaient Du coup impossible de profité de la cheminée  Le SSI système de sécurité incendie est en veille restreinte ce qui est interdit en presence de public,8
2056, ,10
2057,Très bon accueil ,8
2058,La salle de bain mérite un rafraîchissement mais l’hôtel est bien situé et on n’est pas dérangé par le bruit,8
2059,Très bien situé  Accueil vraiment chaleureux Petit dejeuner de grande qualité avec un personnel vraiment très attentionné ,10
2060,Bon adresse proche de Saint Michel du jardin du Luxembourg et de la Sorbonne Accueil sympathique ,10
2061,Excellent séjour accueil directement par la directrice Charme et professionnalisme Le plus bel hôtel de St Germain ,10
2062,Super hôtel bien situé  Excellent concierge pour organiser visites ou transferts ,10
2063,Super accueil Personnel charmant et efficace Très bel hôtel Chambre un peu petite mais cest Paris  Elle était néanmoins très agréable,10
2064,Nous avons été très déçu La chambre ne correspondait pas à la réservation J’avais réservé une junior suite et nous nous sommes retrouvés dans une chambre minuscule où nous ne pouvions même pas ouvrir notre valise Le contrat n’a pas été respecté  Il manquait  de la surface promise lors de la réservation,4
2065,Chambre au rdc juste à côté de l’entrée mais surtout donnant sur l’avenue Très bruyant  Je suggère de proposer des boules quies pour les clients Lumière qui s’éteignait qu’au niveau de la porte de la chambre et pas au niveau du lit Si non c’était propre bon accueil literie bien ,6
2066,Le personnel est très agréable et sympathique Tout est propre mais les chambres nommées «  suite «  sont toutes petites  Autrement rien à redire ,10
2067,le studio est ridiculement petit la caution a été debitée de mon compte cest du vol ,2
2068,Comme dhabitude les chambres sont modernes confortables et propres Le coin cuisine est un vrai plus,10
2069,C’est la plus petite chambre que j’ai vu dans un hôtel  Claustrophobe s’abstenir  Un personne ça peut encore marcher Petit dej dans la chambre uniquement mais la seule solution c’est de manger dans le lit  ,6
2070,Une chambre en rez de chaussée pour personne handicapée alors que je suis valide Aucun branchement usb pour charger les appareils Impossibilité d’ouvrir les rideaux sinon les passants avaient vue sur ma chambre,2
2071,Les deux chambres étaient très bien sauf que pour nous ce nétait pas de réelles chambres communicantes Pour accéder de l’une à l’autre il fallait passer par un bout de couloir dont on ne pouvait pas fermer l’éclairage la nuit Nous navons pas voulu fermer les portes la nuit puisque les enfants étaient seuls dans lautre chambre et que les portes ne s’ouvraient pas de l’extérieur,6
2072,Hôtel calme propre et sûr Personnel cordial Très bon séjour pro ,10
2073,Notre cours séjour s’est bien passé Nous y reviendront dès que possible  Nous le recommandons  ,10
2074,Le service a été très bien Nous avons eu les  chambres au jardin et elles étaient très confortable et modernes  Le personnel est acceuillant tant à la réception que pour le café du matin Toujoirs un sourire et de bons conseils Nous le recommandons ,10
2075,Hôtel très agréable et confortable pour un déplacement professionnel A recommander ,10
2076,Une petit sejour  Climatisation marchait tres bien  Grand salle de douche  Proprete impeccable  Belle chambre  Jai deja fait une autre reservation la,10
2077,Hôtel très propre et personnel accueillant À proximité des restos et du métro Petit déjeuner très bon dans un environnement bien décoré Seul hic la chambre est un peu petite mais nous y retournerions sans problème,10
2078,L’hôtel est très bien mais le petit déjeuner n’est pas assez diversifié Par contre le personnel est chaleureux ,6
2079,Superbe petit hôtel Personnel très attentionné Adresse à retenir pour y revenir ,10
2080,Nickel aucun souci je recommande cet hébergement ,10
2081,Excellentissime  Des employés modèles un service exemplaire ,10
2082,Belle chambre bien décorée  acceuil agréable un peu cher,8
2083,Hotel de qualité très bien situé dans le Marais,8
2084,"HOTEL DE CHARME ET ART DECO sympa mais service en dessous du  étoiles   à mon arrivée jétais chargé et je ne pouvais pas pousser la porte   personne est venu maider alors quelles étaient  assise derrière le comptoir elle ne se sont pas levées   et drap troué dans la chambre  support paume de douche mal fixé sur le mur  sinon PDJ moyen   café moyen mais service sympa parking uniquement pour les petites voitures   les  doivent aller se garer place des Vosges DANS LE PARKING DE LHoTEL DE LA REINE ",6
2085,L’hébergement en lui même est top  Services impeccables et personnels très accueillant  Petit point négatif la petitesse de la chambre  Gros point positif l’emplacement  à deux pas des invalides  C’est parfait ,8
2086,Parfait accueil au top situation excellente et au calme ,10
2087,Hôtel bien situé mais l’accès au premier étage par un escalier étroit est moyen Les parties communes mériteraient d’être rafraîchies Le personnel est en revanche très aimable,6
2088,Great hotel Top location between two metro lines Only min from invalide subway entry Nice view of the eiffel tower outside the hotel The neighbourhood is charming  The room I had was spacy and comfy  I d recommend to stay there,10
2089,Un hotel comme à la maison bien situé et surtout un restaurant  étoiles merveilleux,10
2090,Emplacements génial bien centré au calme personnel sympathique et serviable ,8
2091,Idéalement situé au calme l’hôtel vous accueille avec un très bon niveau de confort ,10
2092,très bon accueil et sympathique,8
2093,Hôtel agréable à proximité des champs Élysées et du parking couvert Berry Très calme et très propre nous avons passés un très bon séjour Je recommande cette hôtel surtout si vos projets sont des courses sur les champs ou le Lido,10
2094,La proximité avec l’avenue des Champs Elysées  Et le point négatif était le parking payant ,8
2095,Faire payer un late check out en ce moment relève de la bêtise ,4
2096,Idéalement situé au cœur de Paris au pied d’une station de métro dans un secteur très vivant et agréable avec de nombreuses  brasseries restaurants selles de spectacle ou cinémas Chambre très calme et confortable Accueil impeccable de nombreux services dont la consigne à bagages très appréciable  Je recommande vivement  ,10
2097,Accueil remarquable  chambre au top très spacieuse et très propres  chambre très calme Hôtel très bien situé proche de toutes commodités et loisirs,10
2098,Emplacement parfait Employés hyper sympathique Très bon petit déjeuner Que du positif de mon côté,10
2099,Très central  Un hôtel « standard » avec des services efficaces  Rien de mémorable mais conforme aux attentes ,8
2100,Hôtel très bien placé et propre personnel très sympathique ,10
2101,Enplacement ideale  Personnel trés acceuillant et sympathique Chambre son joliement décoré ,10
2102,We are from NAmerica and I will prefer this review with saying that we booked the suitewhich was still extremely small for NAm standards but for EU standards it was spacious  Highly recommend to get the suite at Olysee if you are a small family there is  bedroom and in the other space is a pull out couch   Amazing location  Amazing front staff Lana took great care of us with trying to book reservations recommendations on excellent restaurants  Would most definitely stay here again  If you are booking a single roombe warned that the rooms are very very small  Otherwise excellent property to stay at with everything within walking distance  We will be back ,10
2103,From the time of check in we felt the warm welcome from the staff We enjoyed every minute of our stay here It is a cute and cozy hotel that is walking distance from a lot of restaurants cafe Champs Elysee and the Arc de triomphe They went above and beyond to make us feel comfortable I do not know all their names but Nicolas and Alene were exceptional We will definitely recommend this hotel to family and friends Till next time,10
2104,Great hotel in a terrific location Recently remodeled rooms are very nice Great bathrooms with more room than I’m used to for a Paris hôtel Staff was very helpful and housekeeping was great ,10
2105,A beautiful place to stay at great space an deco ,10
2106,Passei dias e hotel e todos maravilhosos O time mega atencioso a localização excepcional a  passos da champs elysees ,10
2107,Hôtel récemment refait avec beaucoup de goût Seule ombre il manque de la place de rangement mais compensé par une situation magnifique ,10
2108,Séjour très positif à tous points de vue,10
2109,Lemplacement était tout simplement génial sur le bord de la Seine près du quartier latin à deux pas des métros et RER Lhotel aussi très bien les chambres suffisamment grandes très belle vue et personnel attentionné,10
2110,"Idéalement situé Literie moyenne Insonorisation moyenne Accueil super",8
2111,Personne à laccueil agréable et disponible,10
2112,Hôtel à conseiller à vos amis  ,10
2113,le personnel était très agréable et avenant La chambre était très exigue difficile de circuler la porte coupe feu entre le couloir et la pièce principale est lourde à ouvrir sinon lensemble est bien malgrè les travaux ,8
2114,J’ai adoré mon séjouremplacement parfait,10
2115,Lemplacement top pour le reste chambre très petite em plus une porte antifeu em plus de la porte dentré que pour rentrer dans la chambre il faut dabord luvrir avant de fermer la porte de la chambre car pas de place et je trouvais em caje le personnel très peu où pas de tout des connaissances pour les ressegnements consernement les visites où moyen de déplacement ,6
2116,Hôtel très bien situé Bel accueil et chambre propre Les chambres sont en effet petites mais suffisantes La rue de Turenne est circulante…mais nous sommes à Paris Donc le silence est sans doute rare Produits bio et écoresponsables tant sur les produits d’hygiène que le petit déjeuner ,10
2117,Hôtel bien situé pour visiter Paris Personnel attentif à vos demandes Chambre un peu petite comme cest souvant le cas à Paris ,8
2118,J’ai adoré mon sejour hôtel vraiment très bien placé très calme j’ai l’habitude de venir à Paris cet établissement est vraiment bien,10
2119,I really recommend this hotel Well located to visit Paris very kind staff clean and quiet rooms do not hesitate,10
2120,Bon accueil dans cet hôtel tout proche du centre de Paris Les locaux semblent propre et le personnel a été accueillant Toutefois la chambre « sous les toits » si elle ne manque pas de charme n’en demeure pas moins exigüe et cela devient vite pénible lorsque l’on dépasse  cm notamment dans la salle de bain  toilettes qui mériterait une meilleure isolation phonique Couchage d’excellente facture mais manque de stores à la fenêtre Pas de quoi se faire un café ou un thé dans la chambre ce qui est dommage  Le petit déjeuner pourrait être plus varié et il nous a semblé la première matinée que le pain était de la veille  Au final le tarif s’explique uniquement pas la localisation géographique de l’hôtel et pas par la qualité des services proposés qui sont digne d’un deux étoiles maximum ,6
2121,Peutêtre un peu difficile à localiser,8
2122,Pour le côté positif le personnel est très aimable et fait bien sont travail La chambre était propre Pour les aspects négatifs l’espace petit déjeuner est sous dimensionné par rapport à la capacité de l’hôtel les clients doivent qu’une place se libère et le choix du buffet est très réduit Concernant la chambre la literie est beaucoup trop dure Le summum est la cabine de douche tellement réduite qu’une fois dedans faire sa toilette requiert des capacités de contorsionniste Il s’agissait pourtant d’une chambre à un prix supérieur sélectionnée pour plus de confort Je ne recommanderai donc pas cet hôtel,4
2123,Really happy with the hotel  Would be back or recommend without any hesitation Confortable beds great wifi reception very clean Air conditioning so close to transportation stores and the beautiful Luxembourg garden  ,10
2124,Hôtel très bien situé dans Paris Je recommande fortement  ,10
2125,Bien situé Odeur désagréable a larrivée a la chambre Odeur qui a perduré tout le long du voyage Nous avions  chambres la seconde etait tres bien Odeur de vieux tapis chambre  et escalier de lhôtel ,8
2126,Une catastrophe jai pris une nuit dans votre  hôtel pour me reposer  et je me suis retrouvée avec une fiesta dans votre rue jusquà h du matin Je suis repartie plus fatiguée que lorsque je suis arrivée    ,2
2127,Hotel refait à neuf trés propre et confortable idéalement situé proche du RER B Luxembourg Tres bon accueil   A recommander,10
2128,sejour professionnel  bon acuueil  bon confort  propreté salle de petit dejeuner au rez de chaussée avec lumière du jour et pas en sous sol   FELICITATIONS pour le petit déjeuner à € composé de viennoiseries et pain du boulanger  et pas congelés de produits de la ferme et certains bio enfin un hôtelier qui facture au juste prix une prestation réfléchie les grands groupes devraient en prendre de la graine  du coup la journée démarre au top   manque peutêtre du salé chaud oeuf lard  selon les gouts ,8
2129,Hotell agréable situé tout proche du luxembourgn chambre renovée avec une salle de bain petite mais correcte   malgré le fait detre situé au ème jai pas mal entendu le RER,8
2130,Tres joli petit hotel idealement situé dans une rue calme tout proche de restaurants cafés salles de spectacle Un personnel charmant une ambiance chaleureuse et familiale,10
2131,Personnel très accueillant et très bienveillant Propreté et confort des chambres Situation de l’hôtel dans une belle petite rue très calme et à proximité d’une bouche de métro Parfait pour un weekend,10
2132,Accueil hors du commun  surtout à Paris Chambre trop belle et très spacieuse Merci pour les bonbons Georges  beaming face with smiling eyes ,10
2133,parfait,10
2134,Juste à côté de lOpéra Bastille mais très calme bien isolé et un peu en retrait de la rue Personnel très aimable Chambre agréable et confortable,10
2135,Très agréable séjour dans un hôtel élégant et confortable Accueil chaleureux ,10
