,rating,description
0,10/10 Exceptionnel,Tout était bien… juste trop de climatisation pour un we frais
1,4/10 Correct,
2,8/10 Très bien,"C’était super! 
Bon emplacement, personnelle serviable et très souriante"
3,8/10 Très bien,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,8/10 Très bien,"Belle prestation en général. Heureusement que j'étais seule : chambre trop petite pour deux, en plus un côté couchage en sous pente.  Une fenêtre de toit très bruyant car il a plu toute la nuit. Service au top."
8,8/10 Très bien,
9,8/10 Très bien,"Petit hôtel cosy et bien situé. Chambre pas très grande mais confortable et bien décorée.
Les plus : le petit-déjeuner et le gouter de fin de journée TOP !!"
0,8/10 Très bien,"hôtel très agréable et au calme loin de l'agitation , pour un repos assuré dans une chambre très confortable.
Parking non loin mais il faut y aller ! le petit déjeuner est très bon même si petite salle et mauvaise surprise à l'arrivée obligée d'aller au petit déjeuner à 8h car de 8h30 à 10 h tout était complet. Donc réserver votre heure avant de vous y rendre. Sinon tout était parfait, j'y reviendrai volontiers"
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,"Lovely boutique hotel in a great location. Service was excellent and while small, the rooms were very pretty and well maintained. Common areas are very nice, beds comfortable. Great find for future trips! "
5,10/10 Exceptionnel,Excellent séjour en famille! Personnel très agréable et professionnel.
6,10/10 Exceptionnel,"Excellent accueil, souriant et efficace. L’hôtel et ses chambres sont confortables, claires gaies et bien insonorisées. La propreté est irréprochable. Le libre service the café toute la journée et softs drinks bières et même alcools en fin de journée est un vrai plus. Le quartier n’est peut être pas le mieux placé pour visiter Paris, mais il a l’avantage d’être un peu à l’écart de la frénésie habituelle et très agréable. On y déambule volontiers avec ses larges trottoirs ou ses petits coins charmants. La rue Monge est d’ailleurs plutôt calme, même en journée. Bref une adresse à retenir !"
7,10/10 Exceptionnel,Hôtel idéalement situé. Séjour très agréable. Personnels attentionnés. Nous avons profité d’un moment relaxation au hamam de l’hôtel. Nous reviendrons avec plaisir. 
8,8/10 Très bien,"Bon hôtel, propre, quartier très sympa. Les chambres sont un peu petites mais c'est conforme à la description "
9,10/10 Exceptionnel,"Hôtel très bien situé, à la décoration de charme et soignée. Chambres confortables et particulièrement calmes.
Douche à l italienne spacieuse.
Petit déjeuner varié et service impeccable.
"
0,8/10 Très bien,
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,10/10 Exceptionnel,"Hotel parfaitement situe dans le petit village Saint Paul, tres calme, chambre super soignee."
4,8/10 Très bien,
5,8/10 Très bien,"Bel hotel très bien situé dans le quartier du Marais, authentique et chaleureux. Belle décoration. Chambre très agréable mais un peu petite. Literie excellente. Personnel charmant."
6,8/10 Très bien,
7,6/10 Bien,
8,10/10 Exceptionnel,"Etablissement très bien situé, et au calme, accueil chaleureux, nous avons pu déposer nos valises avant l'heure d'arrivée en chambre, idem pour le départ, ce qui nous a bien arrangé, personnel adorable. Les prestations sont de qualités,  nous recommandons !"
9,8/10 Très bien,
0,8/10 Très bien,
1,2/10 Médiocre,
2,8/10 Très bien,
3,2/10 Médiocre,"Horrible. Je suis sortie de cet état pleins de boutons et de plaque de piqûre de puce de lit. 
Donne sur une rue très fréquente. Très Bruyant et mal isoler."
4,10/10 Exceptionnel,
5,8/10 Très bien,
6,8/10 Très bien,
7,8/10 Très bien,La proximite du Moulin Rouge
8,10/10 Exceptionnel,Excellent.  Mis à part le stationnement. 
9,10/10 Exceptionnel,
0,4/10 Correct,hotel au max 2 étoiles
1,10/10 Exceptionnel,
2,8/10 Très bien,"Emplacement  parfait  Accueil chaleureux . Literie excellente..
Decevanr: tout ce  qui releve de la femme de chambre. Pas de verre ni de cuillères sur le plateau de courtoise.  Pas de sachet de thé. Vaisselle utilisée non nettoyee et toujours presente le soir. "
3,8/10 Très bien,Personnel compétent attentif eto accueillant
4,2/10 Médiocre,
5,8/10 Très bien,
6,4/10 Correct,"Le nettoyage était moyen, la insonorisation affreuse "
7,8/10 Très bien,
8,10/10 Exceptionnel,"Hotel avec un emplacement optimal pur un weekend de détente, culture et shopping à Paris. Il est très proche du métro, dans un quartier plein de cafés historiques et de restaurants. Le magasin Vuitton est juste en face. L'église de Saint Germain de Près à deux pas. "
9,10/10 Exceptionnel,"très bel hôtel, extrêmement bien situé… A faire et à refaire sans hésitation"
0,10/10 Exceptionnel,Excellent hôtel. Chambre entièrement rénovée très confortable. Très belle petite salle de bain. Climatisation silencieuse et adaptée. Très bon petit déjeuner continental copieux. Accueil sympathique et bon conseil de restaurant juste en face. Idéal pour visiter Montmartre ou assister à un concert au Trianon ou à la Cigale.
1,10/10 Exceptionnel,excellent hôtel tenu par une famille charmante tres bonne literie La directrice Brigitte vous fait sentir à la maison et les receptionnistes Kamil et Fabio sont formidables et toujours prêts à vous aider j'y retournerai! 
2,10/10 Exceptionnel,"Très bon accueil et personnel à l'écoute. Cadre magnifique et tout proche du Sacré Cœur. Chambre impeccable et très cosy, sauna appréciable. Possibilité de  se restaurer au milieu d'un décor peu commun. On se sent vraiment bien dans cet hôtel. Je recommande vivement !"
3,10/10 Exceptionnel,"Week-end merveilleux !!!
Concierge ( FABIO ) ainsi que la patronne des gens ouverts accueillants et très très sympathiques…. Chambre superbe …literie fabuleuse….salle de bain magnifique !!
Qu’une seule envie y retourner dès que possible !!!😜"
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,L hotel est très bien placé. Le personnel est aux petits soins et l'équipement à la hauteur des prestations promises. Beaucoup de restaurants a proximité.
6,10/10 Exceptionnel,
7,6/10 Bien,Ni ménage ni nettoyage même les produit pour bain merci
8,10/10 Exceptionnel,
9,8/10 Très bien,"Petite hôtel avec une charmante terrasse intérieur. très bien placé !
Chambre agréable "
0,6/10 Bien,La chambre est minuscule et le petit déjeuner pas à la hauteur d’un 4 étoiles
1,10/10 Exceptionnel,"Hôtel très bien placé à 2 pas du Louvre. Chambre très confortable et super service de la part de l’hôtelier.
Nous reviendrons !"
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,"Hôtel vraiment très bien situé, tout très facile d’accès y compris le stade de France par le RER D (concert de Lady Gaga)
Le personnel aux petits soins, très agréable et disponible ; très bon petit déjeuner ; literie confortable ; bonne climatisation ; calme"
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,8/10 Très bien,
7,8/10 Très bien,"Hôtel et chambre très agréable mais bcp de bruit enfant de la rue , pas d’eau chaude le matin et bruit des toilettes la nuit "
8,10/10 Exceptionnel,"Accueil très chaleureux
Chambre impeccable
J’y retournerai et le conseillerai
Un réel plaisir
Petit déjeuner parfait
Propreté super
"
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,L’accueil et l’amabilité du personnel 
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,"Super 👍 bonne adresse dans le Paris authentique une prestation supérieur à la moyenne haute des hôtels 3 étoiles de Paris .
Grand point positif le calme total et le professionnalisme des tous le personnel.
A ne pas rater le petit déjeuner à pris super raisonnable et surtout la qualité et la fraîcheur des produits.
"
3,8/10 Très bien,
4,10/10 Exceptionnel,Très bien rien a redire 
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Magnifique !!! Quelle vue depuis la chambre 603 avec cette petite terrasse qui vous offre une vue sur Paris, ses monuments et ses toits 😍😍😍"
7,10/10 Exceptionnel,"Hôtel très agréable, accueil attentionné, très bon rapport qualité prix."
8,10/10 Exceptionnel,Le confort du lit la gentillesse du personnel la propreté générale 
9,8/10 Très bien,
0,10/10 Exceptionnel,
1,8/10 Très bien,"Manque de prise de courant pour le sèche cheveux à l’intérieur de la salle de bain 
"
2,8/10 Très bien,"Je vous conseille l'hôtel qui est bien localisé, literie confortable, chambre fonctionnelle et bien décorée mais qui mériterait quelques rafraîchissement. Excellent petit déjeuner !"
3,10/10 Exceptionnel,parfait  joli bar  excellente literie   chambre sur cour intérieure très calmes
4,8/10 Très bien,Très bon séjour ! Chambre trop petite pour le prix et pour la catégorie deluxe 
5,10/10 Exceptionnel,
6,8/10 Très bien,Accueil exceptionnel - Hotel idéalement situé - Chambre hyper confortable - Salle de bain spacieuse - Service Excellent -  
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,Très bel hôtel. Bel emplacement. parking trés cher par contre (gare Saint Lazare)
9,10/10 Exceptionnel,Très bel hôtel. Bel emplacement. parking trés cher par contre (gare Saint Lazare)
0,10/10 Exceptionnel,"Excellent séjour . Personnel charmant et à l écoute . 
Je conseille vivement cette adresse "
1,8/10 Très bien,Chambre et hôtel très bien. Par contre la salle de bain était glaciale à cause d'une aspiration d'air de l'exterieur...
2,8/10 Très bien,Hotel propre personnel serviable.
3,8/10 Très bien,Il faut absolument réparer l'ascenseur qui est bruyant !
4,10/10 Exceptionnel,"Bel établissement de charme parfaitement bien situé, à 200m de la Madeleine, dans une rue calme. Chambre Deluxe magnifique, spacieuse (30 m2) jolie déco et très calme.
Super accueil à l'arrivée.
Bon petit déjeuner varié dans une jolie salle voûtée.
Définitivement notre adresse à Paris.
Bravo et merci pour ce séjour de qualité.
"
5,10/10 Exceptionnel,
6,8/10 Très bien,
7,8/10 Très bien,
8,8/10 Très bien,
9,10/10 Exceptionnel,
0,6/10 Bien,"A rafraichir . Moisissures, taches au mur, condensation, deco vieillissante"
1,4/10 Correct,"Chambre au 5ème étage et ascenseur en panne. Personnel gentil, mais aucun aide pour monter la valise.
Chariots avec le matériel de nettoyage dans les couloirs. Pas de climatisation centralisée mais un clim portable pas assez performant. 
Prix exorbitant pour la qualité du séjour."
2,10/10 Exceptionnel,"Très bon hôtel
Bon rapport qualité prix
Excellente literie
Bonnes options de shopping et restauration
Très accessible "
3,10/10 Exceptionnel,
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,4/10 Correct,"Nous sommes arrivés devant l’adresse indiquée l’hôtel était fermé. J’ai appelé le numéro il se trouve qu’il était situé 5 numéros plus loin et pas sous le même nom que l’hotel que je croyais avoir réservé. La première nuit fut horrible. Nous avons entendu un moteur tourner et faisant vibrer la cloison juste derrière la tête de lit toute la nuit. Nous avons demandé à changer de chambre, ce qui a été exécuté de suite, seul point positif.
Pour ce qui est du petit déjeuner nous avons détailler nos désirs avec le gérant mais ça n’a pas du tout été ce que nous avions demandé. L’hôtel est très vieillot et aurait besoin d’un gros rafraîchissement. Les carreaux de la baignoire étaient tout cassés… nous avons compris pourquoi nous n’avons payé ""que"" 200€ les deux nuits en plein centre de Paris…  "
8,10/10 Exceptionnel,
9,6/10 Bien,"Séjour correct . Chambre avec balcon et baignoire (appréciable). Cependant grosse déception au niveau du petit déjeuner servi en chambre, on nous explique que cela est à cause du covid cependant de nombreux hôtels le serve sous forme de buffet malgré les circonstances sanitaires. Nous nous retrouvons avec un petit déjeuner servi dans des sacs papiers … ce qui est servi et néanmoins bon mais il y manque le fromage blanc demandé. Assez décevant à ce niveau !!! 
Aucune indication dans la chambre pour joindre la réception …
Chambre assez bruyante située juste à la sortie de l ascenseur qui est tombé en panne en plus 3 fois lors de notre séjour : peu confortable quand on se situe au 5ème étage … "
0,10/10 Exceptionnel,"Comme d’hab: efficacité,politesse, propreté…
Vivement que le spa soit réparé ;)"
1,6/10 Bien,
2,10/10 Exceptionnel,Très bel hôtel et personnel très agréable 
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Personnel accueillant, disponible et aux petits soins. Chambre très confortable et piscine privatisée pour un excellent séjour en famille."
7,10/10 Exceptionnel,Très belle hôtel avec un personnel accueillant 
8,10/10 Exceptionnel,"Mes séjours consécutifs au Ballu ont toujours été un réel plaisir. Le personnel est très attentif et professionnel, l’hôtel est très beau, les chambres très bien pensées. Ne changez rien ! "
9,10/10 Exceptionnel,"Rien à dire. Séjour parfait. Piscine à reserver avec un creneau horaire, l'avantage c'est que vous y etes seul. Chambre superbe avec grand balcon et belle vue. Super !"
0,6/10 Bien,"l'hôtel était bien situé mais l'isolation des fenêtres n'était pas suffisante et on entendait les gens parler dans la rue et les voitures
la décoration trop ouvragée et trop de meubles dans la chambre"
1,10/10 Exceptionnel,
2,4/10 Correct,
3,10/10 Exceptionnel,Hôtel idéalement placé proche commerce et des restaurants nous avons passé un très bon séjour hôtel est très propre très accueillant la chambre est grande la salle de bain est magnifique je ne peux que te conseiller cet hôtel
4,8/10 Très bien,"Bien situé au coeur des HALLES, des musées, des rues animées et commerçantes. rue calme, sans stationnement possible et circulation environnante hidalgo!!!
Petit hotel bien agencé; l'archi etait créatif..
Chambre duplex confortable; vue sur les toits.
Pdj à commander la veille; pas de cuisine; le bistrot voisin est une solution"
5,10/10 Exceptionnel,"Un hôtel original.
Une chambre par étage. Aucun bruit. Placé en plein cœur de Paris.
Un petit déjeuner excellent avec votre baguette de pain entière.
"
6,10/10 Exceptionnel,"Un SMS reçu avant votre arrivée pour vous informer des modalités de prise de possession de la chambre
Une chambre spacieuse propre confortable et bien équipée (1 seule chambre par étage pour le calme)
Un personnel à disposition
Et un petit déjeuner exceptionnel.
A recommander"
7,8/10 Très bien,
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,"Un hôtel très confortable.
Bien placé dans 1er arrondissement de Paris
Des restaurants de qualité autours
Un accueil chaleureux et un grand confort des chambes (une par étage pour être tranquille).
Un petit déjeuner exceptionnel à ne pas manquer"
0,10/10 Exceptionnel,"Hôtel bien placé très propre personnel agréable 
A recommandé "
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,8/10 Très bien,
4,10/10 Exceptionnel,"Hotel super bien placé (à 2 pas des champs elysees) chambre très propre et assez spacieuse, literie confortable.
Je recommande cet hôtel 😁"
5,8/10 Très bien,"Très belle suite, par contre très legé au niveau des échantillons (coton tige, coton, après shampoing), un seul échantillon pour 3...sinon très bien "
6,10/10 Exceptionnel,
7,8/10 Très bien,
8,10/10 Exceptionnel,"Un super séjour. Nous avions pris une des suites proposées par l’hôtel et tout était parfait : propreté, service, petit déjeuner.
Nous vous conseillons le pack romance si vous venez en couple car il peut faire son effet.
Les réceptionnistes sont très agréables et attentionnés. "
9,10/10 Exceptionnel,"Tres bel hotel, confortable, personnel au top, tout est parfait"
0,10/10 Exceptionnel,
1,2/10 Médiocre,
2,10/10 Exceptionnel,Très bon hôtel ; ancien mais bien entretenu ; convivial et très bien localisé dans le quartier de l'Opéra. Petit déjeuner très correct également. je recommande
3,8/10 Très bien,
4,10/10 Exceptionnel,Le personnel est à l’écoute du client 
5,8/10 Très bien,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,"Très beau séjour au centre de Paris proche de nombreux monuments, restaurants, théâtres.
Personnel très aimable, propose des idées de visites et à l'écoute pour tous renseignements ou réservations."
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,"The staff was extremely professional and helpful with everything we needed - whether we were going sightseeing or for a cup of hot chocolate. The location was super, the room very tidy and the bed really comfy. We’ll definitely come back!"
0,10/10 Exceptionnel,"En pleine nuit le système d'alarme s'est déclenché et cela à perturber notre tranquilité. Nous n'avons eu aucune explication,  Je note néamoins un excellent service des employés de jours."
1,10/10 Exceptionnel,"Très propre, pratique, en face du RER pour Orly!!!
et en plein coeur d'un des plus beaux quartiers de Paris. "
2,8/10 Très bien,"Rien à dire, le confort était au rendez-vous, la chambre bien éclairée, salle de douche aussi. Et le petit déjeuner, était juste magnifique. "
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,Tres bien
6,8/10 Très bien,Chambre utilisée en télé travail nocturne 
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"Merveilleux accueil, chambre confortable et jolie, très propre
Merci"
9,10/10 Exceptionnel,"Hotel très bien situé , RER Luxembourg à proximité immédiate , jardin du Luxembourg en face 
Jolie deco , propreté impeccable , accueil parfait 
Je recommande "
0,10/10 Exceptionnel,"Tres bel et agréable hotel , tres belle decoration, grand confort "
1,6/10 Bien,"Accueil de jour très agréable et intentionné.
Petit-déjeuner correct.
Positon de l'hôtel très bien par rapport au centre de Paris.
Nous sommes rentrés vers 3h00 du matin et le pass ne fonctionnait pas pour rentrée. Appel du veilleur de nuit pas de réponse pendant 15 minutes. Il est venu nous ouvrir avec un air très endormi. Cela est inacceptable de la part d'un grand hôtel comme celui-ci. 
Il faut revoir le mode de recrutement pour la nuit."
2,10/10 Exceptionnel,L’hôtel est bien située
3,4/10 Correct,
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,"Très beau séjour dans un hôtel très élégant proche du Quai Branly et de la Tour Eiffel mais aussi des Champs Elysées. Très belle décoration, service au top."
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,Super hôtel et personnel agréable 
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,6/10 Bien,Des travaux sont absolument necessaires.
4,8/10 Très bien,
5,8/10 Très bien,Personnel très aimable. Propreté. Petit déjeuner peu cher mais peu qualitatif. Un hôtel agréable dans un quartier charmant.
6,10/10 Exceptionnel,Hyper bien placé au dessus d un joli square tout près d'une station de métro. Vue tout bonnement magnifique depuis le balcon sur les toits de notre chambre du 6ème étage. Nuits calmes. Ptit déjeuner à tarif très correct. Une adresse à recommander sans hésiter pour visiter Paris. 
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,6/10 Bien,Rapport qualité /prix mauvais 
2,8/10 Très bien,"Hôtel correct et agréable (surtout lorsque chambre sur cour), d’un bon standing, et très bien situé (c’est surtout cela qui fait que l’on y vient). Mais chambres très (trop) petites (toilettes dans la douche…). Et petit déjeuner très moyen…"
3,10/10 Exceptionnel,"Super emplacement, personnel courtois"
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,Le patio interne surplombé par les chambres et qui est joliment décoré.... on ne peut se douter de sa présence dans une rue passante comme  Saint Dominique
6,6/10 Bien,
7,8/10 Très bien,"Hôtel parfaitement situé dans le 7e arrondissement de Paris, chambre bien équipée, calme malgré le bruit de la rue. Salle de bain parfaite. 
Petit déjeuner satisfaisant. L'équipe de réception est absolument charmante, seule déception, l'accueil réservé par le veilleur de nuit: nous sommes arrivés tard le soir avec nos bagages et l'accueil fut très désagréable. Pour le reste, un très bon séjour."
8,10/10 Exceptionnel,Très belle découverte pour cet hôtel bien situé et très calme 
9,8/10 Très bien,
0,10/10 Exceptionnel,
1,8/10 Très bien,"Très bon séjour avec quelques couac au niveau du service de la chambre, venant probablement des conséquences du covid"
2,8/10 Très bien,
3,8/10 Très bien,
4,10/10 Exceptionnel,"Très bien situé, luxueux , excellent service et bon lit. "
5,6/10 Bien,
6,6/10 Bien,Pour un 4 étoiles d avoir la douche bloquée cela fait désordre 
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,
9,8/10 Très bien,Situation idéale dans Paris 
0,10/10 Exceptionnel,"Service excellent
Bien situé 
Moderne et particulier "
1,8/10 Très bien,
2,10/10 Exceptionnel,Notre séjour pour le week-end du nouvel an était fantastique. L’hôtel est vraiment magnifique et très propre. Notre chambre était parfaite je recommande à 100%. 
3,10/10 Exceptionnel,Nous n’étions que de passage mais cet hôtel est vraiment une très belle découverte avec un personnel attentif et charmant 
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,
7,8/10 Très bien,"Bel hotel, mais salle de bain un peu etroite. Bon accueil, mais notre porte de chambre ne fermait pas à clés, impossible de tourner le
Loquet de l'interieur et lorsqu'on tirait la porte de l'exterieur elle ne se verrouillait pas.constat a été fait par la personne de l'accueil et c'est tout, l'hotel complet donc ns devons ns en accommoder, meme pas je vous envoi quelqu'un pour reparer la porte, qui ns pensons n'est tjrs pas réparée a ce jour. Bien dommage pour 1 hotel 4 etoiles."
8,8/10 Très bien,"L'hôtel est un tout petit ensemble très bien situé à 2 pas de la station de métro Liège.
Les chambres sont très confortables malgré le fait qu'elles soient toute petites...La salle de bain ne peut être utilisée que par une seule personne à la fois.
Petit déj correct sans plus. Personnel agréable."
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,4/10 Correct,"Famille de 3 adultes 
Réservation dans un 4* parisien 10ème
« Chambre exécutive avec un très grand lit et un lit »
En fait c’est un grand lit de 160 et pas un très grand de 180 et le lit est un fait un mini canapé transformable en lit pliant impossible pour mon fils de 1m90
En plus ce lit « dépliant » est collé d’un côté au mur et de l’autre côté au lit double donc impossible de se lever pour 2 occupants sans enjamber le 3ème !
Devant notre mécontentement en arrivant la réceptionniste a pu nous changer de chambre avec tjrs un lit dépliant mais pas collé au lit double
Le petit déjeuner ne manque de rien mais la salle est minimaliste heureusement nous n’avons jamais été plus de 8 en même temps ouf !
Évidemment nous avons été globalement déçu et nous ne reviendrons pas dans cet hôtel "
2,10/10 Exceptionnel,"Localisation parfaite, près de la Gare de l’Est, près d’un métro tout en étant très calme et surtout très bonne localisation pour sortir le soir. L’accueil a été professionnel et très sympa. La chambre a été une très bonne surprise car elle se situait sur une petite cour intérieure au rez-de-chaussée donc très charmante. Je garde l’adresse pour une prochaine fois 👍"
3,8/10 Très bien,"Emplacement idéal directement à côté du métro, Chambre très propre. Seule problématique, la chambre est très petite pour 2 personnes, pas de place pour les valises et n'a pas de réfrigérateur à part le petit bar."
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,2/10 Médiocre,
7,8/10 Très bien,"Séjour en famille, chambre spacieuse pour un hôtel parisien, jolie et vaste sdb. Propreté OK.
Bémol : service : juste le minimum. Et WC avec très mauvaise isolation phonique, juste à côté du lit."
8,8/10 Très bien,
9,8/10 Très bien,"Accueil et formalités rapide
Chambre insonorisée mais un peu de bruit de la rue "
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,"Hôtel très bien placé  proximité des métros République et Oberkampf.
Accueil charmant
Chambre fonctionnelle et très propre
"
2,10/10 Exceptionnel,Un hôtel vraiment top près de la place république! Les chambres ne sont pas grandes mais tres tres bien optimisées et super bien équipées donc vraiment parfait. Le personnel est aux petits soins tout est fait pour vous! Je recommande!
3,10/10 Exceptionnel,La personne a l’accueil (Monsieur avec des bretelles) était vraiment top !
4,10/10 Exceptionnel,"L’hôtel vraiment génial et central, l’équipe au petit soin. N’hésitez pas une seconde, vous ne serez pas déçu."
5,10/10 Exceptionnel,"Voilà un hotel comme on aime avec une âme, du personnel très à l’écoute et aux petits soins.
La propreté est irréprochable, dans une rue bien calme à coté de la tumultueuse place de la République.
Je ne peux que recommander cet hotel…comme tous ceux qui y ont séjourné finalement !
Ne changez rien"
6,10/10 Exceptionnel,"À tous les niveaux un super hôtel. Bien placé, super propre, staff génial, super rapport qualité prix. "
7,10/10 Exceptionnel,Très beau séjour très confort 
8,8/10 Très bien,
9,10/10 Exceptionnel,"Un boutique hôtel charmant, calme. La chambre petite en surface mais super cosy avec des détails et équipements super sympa, comme la machine Nespresso, les produits de toilettes l’Occitane ou la fenêtre dans la salle de bain.  Bref j’ai passé deux nuit top!"
0,10/10 Exceptionnel,"On a adoré l'endroit, la chambre, le confort, personnel est à l'écoute et trés disponible.
On reviendra c'est sur."
1,8/10 Très bien,"tres bon accueil dans hotel convivial et bien tenu . la chaine permet d'aller dans n'importe quel hotel du groupe a Paris dans la journée pour profiter des amenities .. agréable lors d'une grande ballade . chambre familiale spacieuse , bon petit dejeuner . service sympathique . quartier calme .....juste un peu compliqué de se garer "
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,"Séjour à l’hôtel très agréable, propre, confortable et accueillant. Les enfants et nous mêmes avons passé un bon moment. "
4,10/10 Exceptionnel,"Literie excellente, petits déjeuneurs de qualité, hôtel calme et personnel attentionné"
5,10/10 Exceptionnel,"Disponibilité, accueil excellent et compréhensif devant notre départ anticipé "
6,10/10 Exceptionnel,"Etablissement de qualité, le personnel est aux petits soins.

La literie est confortable, le mini bar accessible en boissons soft. Il est appréciable de profiter des douceurs et boissons à disposition.

Le petit déjeuner est très bon et de qualité.

"
7,10/10 Exceptionnel,"Parfait personnels de qualité 
Chambre parfait "
8,10/10 Exceptionnel,Top !
9,8/10 Très bien,"Bon séjour avec un personnel à l’accueil adorable. Petites attentions et open bar tres appreciable !
Seul bémol :  la chambre etait communicante et cela m’a un peu gênée pour le bruit…"
0,10/10 Exceptionnel,
1,8/10 Très bien,
2,4/10 Correct,
3,10/10 Exceptionnel,"Un super séjour,  la chambre nickel, le petit dej super et un personnel tres sympa !"
4,10/10 Exceptionnel,"Accueil chaleureux, chambre propre avec un style original. Je recommande."
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,Hôtel calme très bien placé 
7,8/10 Très bien,"pas d ascenceur,chambres un peu petites.pas autre chose à dire"
8,8/10 Très bien,"Bon hôtel. Séjour effectué dans le cadre de mon travail. Je recommande car l'accueil etait très agréable, le confort de la chambre était au rendez vous et le petit déjeuner etait de bonne qualité. "
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,Chambres propres et silencieuses. Merveilleusement situé. Réceptionniste extrêmement gentil.
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,10/10 Exceptionnel,
4,8/10 Très bien,
5,8/10 Très bien,
6,2/10 Médiocre,"Attention ! Puces de lit!
Watch ou! Bedbugs !!"
7,8/10 Très bien,
8,10/10 Exceptionnel,"Très bon établissement, propreté impeccable, personnel très accueillant"
9,8/10 Très bien,"Très bien situé. Endroit calme. Chambre en excellent état et propreté impeccable.
Proposition de petit déjeuner correcte qui pourrait être améliorée par du pain à griller."
0,10/10 Exceptionnel,"Hotel a 2 min de la sortie de métro Art et Métier. 15 min a pied du grand rex ou theatres. Chambre de taille correcte, mais pas immense. On tourne juste autours du lit. Literie très confortable. Acceuil sympathique. Petite salle de bain. Quelques vibrations du  métro, mais ne dérange pas sauf au hyper sensible. Rue calme meme avec la chambre sur rue."
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,8/10 Très bien,Localisation et service courtois grandement apprécié
4,8/10 Très bien,Un bon hotel sans prétention mais qui offre le niveau de confort pour le standing revendiqué. Attention au manque de climatisation par fortes chaleurs
5,8/10 Très bien,Hotel très calme et bien situé dans Paris proche du metro.
6,10/10 Exceptionnel,
7,8/10 Très bien,"Chambre très correcte, propre et assez bien agencée. Petit déjeuné pas fou."
8,6/10 Bien,
9,10/10 Exceptionnel,personnel acueillant et efficace
0,10/10 Exceptionnel,Excellent 
1,10/10 Exceptionnel,Gentillesse et efficacité de l'accueil.
2,2/10 Médiocre,"Not worth the price. I have asked for a room with the Eifel Tower view and the price seemed really expensive but I thought ok at least I will be seeing Eifel tower from my room with my partner, that should be romantic so I paid the price. But when I got to the room it was realy really small and just right in front of our window there was a huge building hiding the whole Eifel Tower we were only able to see the tip of the Eifel tower for all we know it could have been a telecomunication tower and for that we paid the price that we paid. Such a rip off. We were asked if we fancied breakfast served in bed we were very excited about it and we said yes. So the next morning the hotel personnel comes with a bag the kind of bag you get when you do your groceries and throws the bag at us saying your breakfast, Inside the bag were thins that you buy from seven eleven like cheap juice, cheap pastry etc.. Talking about Paris being the most romantic city in the world. "
3,8/10 Très bien,2eme fois dans un Rayz Hotel différent mais toujours aussi bien. Chambre spacieuse et propre. Personnel très affable. De plus cet hotel est très bien situé avec beaucoup de commerces et de restaurants autour.
4,6/10 Bien,
5,10/10 Exceptionnel,Il n'y a malheureusement personne à la réception après 21h30...
6,8/10 Très bien,
7,6/10 Bien,
8,10/10 Exceptionnel,"Un très bon sejour, une belle chambre avec une vue magnifique."
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,"Très bon hôtel et excellent personnel. Très bien situé, j'y reviendrai !"
2,10/10 Exceptionnel,Confort et calme en plein Paris + parking payant à 2mn à pied. Excellent choix pour visiter la capitale.
3,8/10 Très bien,
